"id","sequence_id","firm_id","date","start_time","end_time","comments","available","consultant","paediatric","anaesthetist","general_anaesthetic","theatre_id => ophtroperationbooking_operation_theatre.name","last_modified_user_id","last_modified_date","created_user_id","created_date","deleted"
1,1,NULL,"2013-06-01","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
2,1,NULL,"2013-06-08","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
3,1,NULL,"2013-06-15","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
4,1,NULL,"2013-06-22","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
5,1,NULL,"2013-06-29","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
6,1,NULL,"2013-07-06","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
7,1,NULL,"2013-07-13","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
8,1,NULL,"2013-07-20","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
9,1,NULL,"2013-07-27","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
10,1,NULL,"2013-08-03","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
11,1,NULL,"2013-08-10","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
12,1,NULL,"2013-08-17","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
13,1,NULL,"2013-08-24","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
14,1,NULL,"2013-08-31","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
15,1,NULL,"2013-09-07","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
16,1,NULL,"2013-09-14","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
17,1,NULL,"2013-09-21","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
18,1,NULL,"2013-09-28","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
19,1,NULL,"2013-10-05","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
20,1,NULL,"2013-10-12","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
21,1,NULL,"2013-10-19","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
22,1,NULL,"2013-10-26","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
23,1,NULL,"2013-11-02","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
24,1,NULL,"2013-11-09","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
25,1,NULL,"2013-11-16","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
26,1,NULL,"2013-11-23","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
27,1,NULL,"2013-11-30","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
28,1,NULL,"2013-12-07","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
29,1,NULL,"2013-12-14","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
30,1,NULL,"2013-12-21","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
31,1,NULL,"2013-12-28","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
32,1,NULL,"2014-01-04","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
33,1,NULL,"2014-01-11","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:49",1,"2013-06-28 11:26:49",0
34,1,NULL,"2014-01-18","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
35,1,NULL,"2014-01-25","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
36,1,NULL,"2014-02-01","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
37,1,NULL,"2014-02-08","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
38,1,NULL,"2014-02-15","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
39,1,NULL,"2014-02-22","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
40,1,NULL,"2014-03-01","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
41,1,NULL,"2014-03-08","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
42,1,NULL,"2014-03-15","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
43,1,NULL,"2014-03-22","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
44,1,NULL,"2014-03-29","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
45,1,NULL,"2014-04-05","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
46,1,NULL,"2014-04-12","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
47,1,NULL,"2014-04-19","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
48,1,NULL,"2014-04-26","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
49,1,NULL,"2014-05-03","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
50,1,NULL,"2014-05-10","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
51,1,NULL,"2014-05-17","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
52,1,NULL,"2014-05-24","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
53,1,NULL,"2014-05-31","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
54,1,NULL,"2014-06-07","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
55,1,NULL,"2014-06-14","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
56,1,NULL,"2014-06-21","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
57,1,NULL,"2014-06-28","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
58,1,NULL,"2014-07-05","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
59,1,NULL,"2014-07-12","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
60,1,NULL,"2014-07-19","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
61,1,NULL,"2014-07-26","09:00:00","18:00:00",NULL,1,1,0,1,1,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
62,2,1,"2013-06-03","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
63,2,1,"2013-06-10","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
64,2,1,"2013-06-17","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
65,2,1,"2013-06-24","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
66,2,1,"2013-07-01","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
67,2,1,"2013-07-08","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
68,2,1,"2013-07-15","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
69,2,1,"2013-07-22","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
70,2,1,"2013-07-29","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
71,2,1,"2013-08-05","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
72,2,1,"2013-08-12","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
73,2,1,"2013-08-19","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
74,2,1,"2013-08-26","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
75,2,1,"2013-09-02","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
76,2,1,"2013-09-09","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
77,2,1,"2013-09-16","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
78,2,1,"2013-09-23","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
79,2,1,"2013-09-30","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
80,2,1,"2013-10-07","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
81,2,1,"2013-10-14","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
82,2,1,"2013-10-21","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
83,2,1,"2013-10-28","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
84,2,1,"2013-11-04","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
85,2,1,"2013-11-11","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
86,2,1,"2013-11-18","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
87,2,1,"2013-11-25","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
88,2,1,"2013-12-02","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
89,2,1,"2013-12-09","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
90,2,1,"2013-12-16","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
91,2,1,"2013-12-23","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
92,2,1,"2013-12-30","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
93,2,1,"2014-01-06","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
94,2,1,"2014-01-13","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
95,2,1,"2014-01-20","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
96,2,1,"2014-01-27","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
97,2,1,"2014-02-03","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
98,2,1,"2014-02-10","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
99,2,1,"2014-02-17","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
100,2,1,"2014-02-24","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
101,2,1,"2014-03-03","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
102,2,1,"2014-03-10","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
103,2,1,"2014-03-17","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
104,2,1,"2014-03-24","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
105,2,1,"2014-03-31","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
106,2,1,"2014-04-07","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
107,2,1,"2014-04-14","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
108,2,1,"2014-04-21","09:00:00","13:00:00",NULL,1,0,0,1,0,"Kings Theatre One",1,"2013-06-28 11:26:50",1,"2013-06-28 11:26:50",0
